TITRE,Date de diffusion,Chaîne,Nationalité,Téléspectateurs (en millions),Part d'audience (en %),Jour,Vacances scolaires,IMDB ID,IMDB - Note moyenne,IMDB - Nombre de votes,Année de sortie,Genres,Durée (en min.)
LA HORSE,2005-06-09,France 3,France/Italie/Allemagne,5.83424,26.7,Thursday,non,tt0064294,6.9,1015,1970,"Crime,Thriller",90
"JOSEY WALES, HORS-LA-LOI",2005-06-02,France 3,Etats-Unis,5.33888,25.9,Thursday,non,tt0075029,7.8,82057,1976,"Drama,Western",135
L'ARME FATALE 3,2005-11-10,France 3,Etats-Unis,5.28384,21.0,Thursday,non,tt0104714,6.7,182192,1992,"Action,Crime,Thriller",118
EN TOUTE COMPLICITE,2005-08-25,France 3,Etats-Unis,5.00864,23.9,Thursday,oui,tt0149367,6.3,6552,2000,"Comedy,Crime,Drama",89
ADIEU POULET,2005-11-17,Arte,France,2.69696,10.8,Thursday,non,tt0072603,6.9,1935,1975,"Crime,Drama",91
CHARADE,2005-12-08,Arte,Etats-Unis,2.25664,9.0,Thursday,non,tt0056923,7.8,88357,1963,"Comedy,Mystery,Romance",113
LE SIGNE DE ZORRO,2005-01-23,Arte,Etats-Unis,2.25664,8.8,Sunday,non,tt0032762,7.5,11339,1940,"Action,Adventure,Family",94
PENDEZ-LES HAUT ET COURT,2005-03-03,Arte,Etats-Unis,2.09152,8.1,Thursday,non,tt0061747,7.0,44810,1968,"Drama,Western",114
ASCENSEUR POUR L'ECHAFAUD,2005-11-03,Arte,France,1.98144,8.0,Thursday,oui,tt0051378,7.9,29702,1958,"Crime,Drama,Thriller",91
LE DINER DE CONS,2005-01-30,TF1,France,11.50336,41.9,Sunday,non,tt0119038,7.6,45526,1998,Comedy,80
SPIDER-MAN,2005-10-23,TF1,Etats-Unis,11.06304,40.7,Sunday,oui,tt0145487,7.4,906810,2002,"Action,Adventure,Sci-Fi",121
HORS D'ATTEINTE,2005-01-02,TF1,Etats-Unis,10.40256,41.6,Sunday,oui,tt0120780,7.0,101539,1998,"Comedy,Crime,Drama",123
LE JOURNAL DE BRIDGET JONES,2005-03-13,TF1,Royaume-Uni,10.01728,38.6,Sunday,non,tt0243155,6.8,271049,2001,"Comedy,Drama,Romance",97
LES RIVIERES POURPRES,2005-03-06,TF1,France,9.74208,38.5,Sunday,non,tt0228786,6.9,67086,2000,"Crime,Mystery,Thriller",106
STAR WARS EPISODE 1: LA MENACE FANTOME,2005-05-09,M6,Etats-Unis,6.82496,29.4,Monday,non,tt0120915,6.5,879240,1999,"Action,Adventure,Fantasy",136
STAR WARS EPISODE 2: L'ATTAQUE DES CLONES,2005-05-16,M6,Etats-Unis,6.76992,29.3,Monday,non,tt0121765,6.6,777729,2002,"Action,Adventure,Fantasy",142
LA GUERRE DES ETOILES,2005-05-23,M6,Etats-Unis,6.54976,26.6,Monday,non,tt0076759,8.6,1486805,1977,"Action,Adventure,Fantasy",121
LE RETOUR DU JEDI,2005-06-06,M6,Etats-Unis,6.3296,27.3,Monday,non,tt0086190,8.3,1148641,1983,"Action,Adventure,Fantasy",131
L'EMPIRE CONTRE-ATTAQUE,2005-05-30,M6,Etats-Unis,6.21952,25.7,Monday,non,tt0080684,8.7,1418135,1980,"Action,Adventure,Fantasy",124
LES CHORISTES,2006-04-25,France 2,France / Suisse,11.4923,42.7,Tuesday,non,tt0372824,7.8,68659,2004,"Drama,Music",97
HARRY POTTER ET LA CHAMBRE DES SECRETS,2006-01-01,France 2,Etats-Unis,7.62416,31.6,Sunday,oui,tt0295297,7.4,715977,2002,"Adventure,Family,Fantasy",161
APRES VOUS,2006-05-09,France 2,France,6.7272,27.3,Tuesday,non,tt0344604,6.4,3241,2003,"Comedy,Romance",110
INSOMNIA,2006-01-15,France 2,Etats-Unis,6.67114,25.3,Sunday,non,tt0278504,7.2,325908,2002,"Drama,Mystery,Thriller",118
MARIAGES !,2006-11-06,France 2,France,6.50296,25.7,Monday,oui,tt0388242,5.6,1216,2004,"Comedy,Drama",100
LE VIEUX FUSIL,2006-11-26,France 3,France / Allemagne,6.78326,24.8,Sunday,non,tt0073864,7.5,5051,1975,"Drama,Thriller,War",103
MALABAR PRINCESS,2006-11-30,France 3,France,5.71812,21.8,Thursday,non,tt0362048,6.1,693,2004,Drama,94
LA FLEUR DU MAL,2006-02-02,France 3,France,5.49388,21.8,Thursday,non,tt0322289,6.4,3633,2003,"Drama,Thriller",104
CREANCE DE SANG,2006-02-09,France 3,Etats-Unis,5.38176,21.6,Thursday,non,tt0309377,6.4,48840,2002,"Action,Crime,Drama",110
LE TRIPORTEUR,2006-02-16,France 3,France,4.87722,18.8,Thursday,oui,tt0161013,5.3,267,1957,"Comedy,Sport",93
CROC BLANC,2006-11-05,Arte,Etats-Unis,2.35452,8.8,Sunday,oui,tt0121043,5.8,178,1993,"Adventure,Family",26
ESPION LEVE-TOI,2006-01-12,Arte,France,2.18634,8.6,Thursday,non,tt0082342,6.7,1175,1982,"Drama,Thriller",98
SOUS LE SABLE,2006-11-13,Arte,France,2.18634,8.6,Monday,non,tt0240913,7.0,11546,2000,"Drama,Mystery",92
LUKE LA MAIN FROIDE,2006-11-12,Arte,Etats-Unis,2.07422,8.1,Sunday,non,tt0061512,8.0,192941,1967,"Crime,Drama",127
LA CHARGE HEROIQUE,2006-10-16,Arte,Etats-Unis,2.01816,7.9,Monday,non,tt0041866,7.2,19845,1949,Western,104
LES BRONZES FONT DU SKI,2006-01-31,TF1,France,12.38926,43.2,Tuesday,non,tt0078907,7.4,9478,1979,Comedy,90
LES BRONZES,2006-03-14,TF1,France,12.3332,47.6,Tuesday,non,tt0077276,6.7,7961,1978,"Comedy,Romance",105
PIRATES DES CARAIBES : LA MALEDICTION DU BLACK PEARL,2006-10-24,TF1,Etats-Unis,11.38018,45.8,Tuesday,oui,tt0325980,8.1,1245178,2003,"Action,Adventure,Fantasy",143
L'ENQUETE CORSE,2006-11-07,TF1,France,10.9317,43.1,Tuesday,non,tt0380349,5.8,4457,2004,"Action,Comedy,Crime",92
ASTERIX ET OBELIX : MISSION CLEOPATRE,2006-11-14,TF1,France,10.6514,40.3,Tuesday,non,tt0250223,6.7,59362,2002,"Adventure,Comedy,Family",107
RETOUR VERS LE FUTUR 2,2006-04-24,M6,Etats-Unis,5.38176,21.9,Monday,oui,tt0096874,7.8,588890,1989,"Adventure,Comedy,Sci-Fi",108
LA VERITE SI JE MENS II,2006-10-31,M6,France,5.15752,22.7,Tuesday,oui,tt0214289,6.3,3803,2001,Comedy,105
X-MEN 2,2006-05-22,M6,Etats-Unis,5.15752,21.4,Monday,non,tt0290334,7.4,591449,2003,"Action,Sci-Fi,Thriller",134
LES EVADES,2006-11-13,M6,Etats-Unis,5.0454,22.4,Monday,non,tt0111161,9.3,2984330,1994,Drama,142
RETOUR VERS LE FUTUR 3,2006-05-01,M6,Etats-Unis,5.0454,21.5,Monday,non,tt0099088,7.4,493426,1990,"Adventure,Comedy,Sci-Fi",118
UN CRIME AU PARADIS,2007-02-11,France 2,France,7.70848,28.0,Sunday,oui,tt0245530,6.5,2046,2001,Comedy,89
LE JOUR D'APRES,2007-10-21,France 2,Etats-Unis,6.34816,25.7,Sunday,oui,tt0319262,6.5,490649,2004,"Action,Adventure,Sci-Fi",124
MON PETIT DOIGT M'A DIT...,2007-11-18,France 2,France,6.34816,25.7,Sunday,non,tt0445570,5.8,1303,2005,"Comedy,Mystery",105
CHOUCHOU,2007-04-01,France 2,France,6.06476,23.5,Sunday,non,tt0328955,4.7,2480,2003,Comedy,105
OCEAN'S ELEVEN,2007-03-11,France 2,Etats-Unis,5.78136,22.6,Sunday,non,tt0240772,7.7,636004,2001,"Crime,Thriller",116
MARIAGE MIXTE,2007-12-11,France 3,France,5.61132,22.6,Tuesday,non,tt0374862,4.0,189,2004,Comedy,104
CASQUE BLEU,2007-04-10,France 3,France,5.32792,21.5,Tuesday,oui,tt0109386,5.3,598,1994,"Comedy,Drama",98
PALE RIDER,2007-03-20,France 3,Etats-Unis,5.1012,20.5,Tuesday,non,tt0089767,7.3,66658,1985,"Drama,Western",115
LE CLAN DES SICILIENS,2007-05-01,France 3,France,4.98784,20.7,Tuesday,non,tt0064169,7.4,9694,1969,"Crime,Drama",122
LE FABULEUX DESTIN D'AMELIE POULAIN,2007-04-03,France 3,France / Allemagne,4.98784,21.4,Tuesday,non,tt0211915,8.3,809929,2001,"Comedy,Romance",122
MISSISSIPI BURNING,2007-06-17,Arte,Etats-Unis,2.15384,9.1,Sunday,non,tt0095647,7.8,114889,1988,"Crime,Drama,Mystery",128
LES AVENTURIERS,2007-03-04,Arte,France / Italie,2.09716,8.1,Sunday,non,tt0061376,7.0,4163,1967,"Adventure,Drama",112
JE SUIS UN AVENTURIER,2007-02-04,Arte,Etats-Unis,1.9838,7.4,Sunday,non,tt0048055,7.1,9019,1954,"Romance,Western",97
FIST OF LEGEND,2007-08-30,Arte,CN,1.92712,8.4,Thursday,oui,tt0110200,7.5,25525,1994,"Action,Drama",103
CASINO,2007-03-25,Arte,Etats-Unis,1.92712,8.5,Sunday,non,tt0112641,8.2,581438,1995,"Crime,Drama",178
TAIS-TOI,2007-01-28,TF1,France / Italie,10.59916,39.4,Sunday,non,tt0310203,7.1,31320,2003,"Comedy,Crime",85
LA RECRUE,2007-01-21,TF1,Etats-Unis,9.80564,38.4,Sunday,non,tt0292506,6.6,143900,2003,"Action,Thriller",115
SEUL AU MONDE,2007-02-25,TF1,Etats-Unis,9.74896,40.5,Sunday,oui,tt0162222,7.8,655565,2000,"Adventure,Drama,Romance",143
LE DINER DE CONS,2007-01-09,TF1,France,9.69228,36.7,Tuesday,non,tt0119038,7.6,45526,1998,Comedy,80
ON A RETROUVE LA 7E COMPAGNIE,2007-07-31,TF1,France,9.57892,45.3,Tuesday,oui,tt0075007,6.7,1922,1975,"Comedy,War",90
SISTER ACT,2007-06-17,M6,Etats-Unis,6.2348,26.1,Sunday,non,tt0105417,6.5,111864,1992,"Comedy,Family,Music",100
MEN IN BLACK II,2007-09-10,M6,Etats-Unis,5.1012,21.2,Monday,non,tt0120912,6.2,413522,2002,"Action,Adventure,Comedy",88
MEN IN BLACK ,2007-09-03,M6,Etats-Unis,4.59108,18.1,Monday,oui,tt0119654,7.3,629375,1997,"Action,Adventure,Comedy",98
GARFIELD LE FILM,2007-12-27,M6,Etats-Unis,4.47772,18.2,Thursday,oui,tt0356634,5.1,96531,2004,"Adventure,Comedy,Family",80
LE CERVEAU,2007-04-22,M6,France / Italie,4.42104,18.1,Sunday,oui,tt0064146,6.8,4480,1969,"Adventure,Comedy,Crime",115
CAMPING,2008-10-26,France 2,France,8.24328,31.4,Sunday,oui,tt0473829,5.1,4012,2006,Comedy,95
JE VOUS TROUVE TRES BEAU,2008-09-28,France 2,France,6.354195,25.0,Sunday,non,tt0450664,6.7,3219,2005,"Comedy,Drama,Romance",97
CHARLIE ET LA CHOCOLATERIE,2008-12-28,France 2,Royaume-Uni,6.29695,24.2,Sunday,oui,tt0367594,6.7,543919,2005,"Adventure,Comedy,Family",115
LES TONTONS FLINGUEURS,2008-01-06,France 2,France / Italie / Allemagne,6.18246,24.1,Sunday,oui,tt0057591,7.7,6773,1963,"Action,Comedy,Crime",105
LES CHORISTES,2008-02-17,France 2,France / Suisse,5.83899,22.0,Sunday,oui,tt0372824,7.8,68659,2004,"Drama,Music",97
LA FLEUR DU MAL,2008-02-26,France 3,France,4.980315,19.6,Tuesday,non,tt0322289,6.4,3633,2003,"Drama,Thriller",104
SPEED,2008-03-04,France 3,Etats-Unis,4.92307,19.3,Tuesday,non,tt0111257,7.3,402464,1994,"Action,Adventure,Thriller",116
"MASTER AND COMMANDER, DE L'AUTRE COTE DU MONDE",2008-01-01,France 3,Etats-Unis,4.636845,19.9,Tuesday,oui,tt0311113,7.5,243608,2003,"Action,Adventure,Drama",138
RIEN NE VA PLUS,2008-04-08,France 3,France / Suisse,4.46511,18.4,Tuesday,non,tt0120018,6.5,3111,1997,"Comedy,Crime,Thriller",101
LES INCORRUPTIBLES,2008-09-23,France 3,Etats-Unis,4.407865,19.1,Tuesday,non,tt0094226,7.8,338508,1987,"Crime,Drama,Thriller",119
LE JOURNAL D'UNE FEMME DE CHAMBRE,2008-01-27,Arte,France / Italie,2.003575,8.0,Sunday,non,tt0058249,7.4,9971,1964,"Crime,Drama",97
LES AVENTURES DE ROBIN DES BOIS,2008-12-29,Arte,Etats-Unis,1.94633,7.6,Monday,oui,tt0029843,7.9,55553,1938,"Action,Adventure,Romance",102
LA MARIEE ETAIT EN NOIR,2008-01-28,Arte,France / Italie,1.889085,7.7,Monday,non,tt0061955,7.2,10617,1968,"Crime,Drama,Mystery",107
JEREMIAH JOHNSON,2008-07-06,Arte,Etats-Unis,1.83184,8.1,Sunday,oui,tt0068762,7.6,36099,1972,"Adventure,Drama,Western",108
LE VIEIL HOMME ET L'ENFANT,2008-08-18,Arte,France,1.660105,8.3,Monday,oui,tt0063771,7.6,2587,1967,"Comedy,Drama",86
"LES BRONZES 3, AMIS POUR LA VIE",2008-09-09,TF1,France,11.22002,47.4,Tuesday,non,tt0445800,4.0,3703,2006,Comedy,97
LES BRONZES FONT DU SKI,2008-12-21,TF1,France,10.475835,37.0,Sunday,oui,tt0078907,7.4,9478,1979,Comedy,90
ASTERIX ET OBELIX CONTRE CESAR,2008-01-29,TF1,France / Allemagne / Italie,10.132365,39.7,Tuesday,non,tt0133385,6.0,46286,1999,"Adventure,Comedy,Family",109
LA LEGENDE DE ZORRO,2008-11-10,TF1,Etats-Unis,8.81573,35.3,Monday,non,tt0386140,6.0,109842,2005,"Action,Adventure,Romance",129
BENJAMIN GATES ET LE TRESOR DES TEMPLIERS,2008-02-12,TF1,Etats-Unis,8.70124,36.0,Tuesday,oui,tt0368891,6.9,363459,2004,"Action,Adventure,Mystery",131
INDIANA JONES ET LA DERNIERE CROISADE,2008-05-12,M6,Etats-Unis,5.896235,24.4,Monday,non,tt0097576,8.2,828518,1989,"Action,Adventure",127
LES AVENTURIERS DE L'ARCHE PERDUE,2008-04-28,M6,Etats-Unis,5.781745,23.9,Monday,oui,tt0082971,8.4,1060775,1981,"Action,Adventure",115
INDIANA JONES ET LE TEMPLE MAUDIT,2008-05-05,M6,Etats-Unis,4.92307,20.0,Monday,non,tt0087469,7.5,546113,1984,"Action,Adventure",118
LES 4 FANTASTIQUES,2008-10-27,M6,Etats-Unis,4.80858,17.4,Monday,oui,tt0120667,5.7,351387,2005,"Action,Adventure,Fantasy",106
JURASSIC PARK,2008-02-18,M6,Etats-Unis,4.46511,17.4,Monday,oui,tt0107290,8.2,1099412,1993,"Action,Adventure,Sci-Fi",127
HOME,2009-06-05,France 2,France,8.3083,33.0,Friday,non,tt1014762,8.5,23201,2009,"Documentary,Family",118
CASINO ROYALE,2009-12-06,France 2,Royaume-Uni,5.9262,22.8,Sunday,non,tt0381061,8.0,709765,2006,"Action,Adventure,Thriller",144
SAINT JACQUES... LA MECQUE,2009-03-08,France 2,France,5.8681,22.5,Sunday,non,tt0429052,6.3,1442,2005,"Comedy,Drama",110
LA FOLIE DES GRANDEURS,2009-12-27,France 2,France/Espagne/Italie,5.4033,21.9,Sunday,oui,tt0067108,7.2,8249,1971,"Adventure,Comedy,History",85
UN CRIME AU PARADIS,2009-01-11,France 2,France,5.4033,19.5,Sunday,non,tt0245530,6.5,2046,2001,Comedy,89
"JE VAIS BIEN, NE T'EN FAIS PAS",2009-04-28,France 3,France,5.3452,20.2,Tuesday,non,tt0485241,7.3,11481,2006,Drama,92
DANSE AVEC LES LOUPS,2009-04-21,France 3,Etats-Unis,4.7642,21.8,Tuesday,oui,tt0099348,8.0,297532,1990,"Adventure,Drama,Western",181
LE PASSAGER DE L'ETE,2009-02-03,France 3,France,4.2994,15.8,Tuesday,non,tt0465241,6.3,419,2006,"Drama,Romance",97
CREANCE DE SANG,2009-10-22,France 3,Etats-Unis,4.2413,16.8,Thursday,oui,tt0309377,6.4,48840,2002,"Action,Crime,Drama",110
LE TATOUE,2009-12-21,France 3,France/Italie,4.1832,14.7,Monday,oui,tt0063674,6.5,3657,1968,Comedy,90
LE DEUXIEME SOUFFLE,2009-08-17,Arte,France,1.8011,10.3,Monday,oui,tt0060305,7.9,7012,1966,"Crime,Drama",150
UN MONDE PARFAIT,2009-10-05,Arte,Etats-Unis,1.6268,6.5,Monday,non,tt0107808,7.5,89337,1993,"Crime,Drama,Thriller",138
DERNIER DOMICILE CONNU,2009-08-03,Arte,France/Italie,1.5687,7.2,Monday,oui,tt0064225,6.9,1972,1970,"Crime,Drama,Mystery",105
DEUX HOMMES DANS LA VILLE,2009-01-26,Arte,France/Italie,1.5106,5.8,Monday,non,tt0069967,7.3,5385,1973,"Crime,Drama",100
LES AVENTURIERS,2009-08-10,Arte,France/Italie,1.5106,7.6,Monday,oui,tt0061376,7.0,4163,1967,"Adventure,Drama",112
ASTERIX ET LES VIKINGS,2009-10-27,W9,France,1.5106,5.6,Tuesday,oui,tt0371552,6.0,12954,2006,"Adventure,Animation,Comedy",78
MR. AND MRS. SMITH,2009-03-09,W9,Etats-Unis,1.4525,5.8,Monday,non,tt0356910,6.5,557579,2005,"Action,Comedy,Crime",120
"OSS 117 : LE CAIRE, NID D'ESPIONS",2009-10-13,W9,France,1.2201,4.7,Tuesday,non,tt0464913,7.0,23841,2006,"Action,Adventure,Comedy",99
ROCKY IV,2009-12-08,W9,Etats-Unis,1.2201,4.5,Tuesday,non,tt0089927,6.9,232221,1985,"Drama,Sport",91
LES CHEVALIERS DU CIEL,2009-11-26,W9,France,1.2201,4.7,Thursday,non,tt0421974,5.7,4806,2005,"Action,Adventure,Drama",102
LA GRANDE VADROUILLE,2009-12-20,TF1,France/Royaume-Uni,9.0636,33.1,Sunday,oui,tt0060474,7.9,20921,1966,"Adventure,Comedy,War",132
ASTERIX ET OBELIX : MISSON CLEOPATRE,2009-02-17,TF1,France,9.0055,35.5,Tuesday,oui,tt0250223,6.7,59362,2002,"Adventure,Comedy,Family",107
LA MAISON DU BONHEUR,2009-03-29,TF1,France,8.8312,34.0,Sunday,non,tt0460858,5.5,1727,2006,Comedy,99
LA GUERRE DES MONDES,2009-02-15,TF1,Etats-Unis,8.4245,32.2,Sunday,oui,tt0407304,6.5,484941,2005,"Action,Adventure,Sci-Fi",117
LE DINER DE CONS,2009-11-15,TF1,France,8.2502,30.1,Sunday,non,tt0119038,7.6,45526,1998,Comedy,80
NOS JOURS HEUREUX,2009-04-23,M6,France,4.8804,20.6,Thursday,oui,tt0478566,6.8,5003,2006,Comedy,103
"OSS 117 : LE CAIRE, NID D'ESPIONS",2009-04-06,M6,France,4.648,17.6,Monday,non,tt0464913,7.0,23841,2006,"Action,Adventure,Comedy",99
MILLION DOLLAR BABY,2009-11-05,M6,Etats-Unis,4.4156,19.0,Thursday,non,tt0405159,8.1,736963,2004,"Drama,Sport",132
DA VINCI CODE,2009-10-01,M6,Etats-Unis,4.2994,19.4,Thursday,non,tt0382625,6.6,467706,2006,"Mystery,Thriller",149
SIXIEME SENS,2009-03-26,M6,Etats-Unis,4.1251,17.2,Thursday,non,tt0167404,8.2,1082761,1999,"Drama,Mystery,Thriller",107
LES CHORISTES,2010-01-10,France 2,France / Suisse,6.246339,22.4,Sunday,non,tt0372824,7.8,68659,2004,"Drama,Music",97
ZODIAC,2010-12-05,France 2,Etats-Unis,5.662569,22.7,Sunday,non,tt0443706,7.7,622298,2007,"Crime,Drama,Mystery",157
LA FAILLE,2010-05-16,France 2,Etats-Unis,5.370684,20.8,Sunday,non,tt0488120,7.2,224456,2007,"Crime,Drama,Thriller",113
DANS LA VALLEE D'ELAH,2010-11-14,France 2,Etats-Unis,5.020422,19.6,Sunday,non,tt0478134,7.2,75861,2007,"Crime,Drama,Mystery",121
LE GOUT DE LA VIE,2010-11-21,France 2,Etats-Unis,4.903668,17.9,Sunday,non,tt0481141,6.3,80624,2007,"Comedy,Drama,Romance",104
CAMPING,2010-04-27,France 3,France,7.121994,27.4,Tuesday,non,tt0473829,5.1,4012,2006,Comedy,95
LE MUR DE L'ATLANTIQUE,2010-05-18,France 3,France / Italie,3.969636,15.4,Tuesday,non,tt0066108,5.8,885,1970,"Comedy,War",107
GLADIATOR,2010-05-13,France 3,Etats-Unis,3.911259,17.6,Thursday,non,tt0172495,8.5,1710946,2000,"Action,Adventure,Drama",155
LA SOUPE AUX CHOUX,2010-07-05,France 3,France,3.852882,16.1,Monday,non,tt0083109,6.5,9884,1981,"Comedy,Drama,Sci-Fi",102
LES INCORRUPTIBLES,2010-09-09,France 3,Etats-Unis,3.736128,15.2,Thursday,non,tt0094226,7.8,338508,1987,"Crime,Drama,Thriller",119
RIDICULE,2010-12-20,Arte,France,1.634556,5.8,Monday,oui,tt0117477,7.3,8301,1996,"Comedy,Drama,History",102
LA JEUNE FILLE A LA PERLE,2010-11-16,Arte,Royaume-Uni,1.576179,6.0,Tuesday,non,tt0335119,6.9,83678,2003,"Biography,Drama,Romance",100
LE FILS DU DESERT,2010-05-24,Arte,Etats-Unis,1.517802,7.0,Monday,non,tt0040064,7.0,11001,1948,"Drama,Western",106
MELODIE EN SOUS-SOL,2010-12-28,Arte,France / Italie,1.459425,5.8,Tuesday,oui,tt0057344,7.3,4703,1963,"Crime,Drama,Romance",118
LES DIABOLIQUES,2010-03-29,Arte,France,1.342671,5.1,Monday,non,tt0046911,8.1,70852,1955,"Crime,Drama,Horror",117
STAR WARS EPISODE 3 : LA REVANCHE DES SITH,2010-12-23,W9,Etats-Unis,1.984818,8.3,Thursday,oui,tt0121766,7.6,866485,2005,"Action,Adventure,Fantasy",140
STAR WARS EPISODE 1 : LA MENACE FANTOME,2010-12-09,W9,Etats-Unis,1.75131,7.4,Thursday,non,tt0120915,6.5,879240,1999,"Action,Adventure,Fantasy",136
STAR WARS EPISODE 2 : L'ATTAQUE DES CLONES,2010-12-16,W9,Etats-Unis,1.692933,7.0,Thursday,non,tt0121765,6.6,777729,2002,"Action,Adventure,Fantasy",142
LE RETOUR DU JEDI,2010-12-02,W9,Etats-Unis,1.576179,7.0,Thursday,non,tt0086190,8.3,1148641,1983,"Action,Adventure,Fantasy",131
HELLBOY,2010-05-27,W9,Etats-Unis,1.459425,6.0,Thursday,non,tt0167190,6.9,357778,2004,"Action,Adventure,Fantasy",122
BIENVENUE CHES LES CH'TIS,2010-11-28,TF1,France,14.419119,51.0,Sunday,non,tt1064932,7.1,45885,2008,"Comedy,Romance",106
ASTERIX AUX JEUX OLYMPIQUES,2010-10-24,TF1,France / Allemagne / Espagne / Italie,10.099221,38.4,Sunday,oui,tt0463872,5.2,33346,2008,"Adventure,Comedy,Family",116
RATATOUILLE,2010-10-31,TF1,Etats-Unis,8.639796,35.9,Sunday,oui,tt0382932,8.1,863636,2007,"Adventure,Animation,Comedy",111
L'AGE DE GLACE 2,2010-02-14,TF1,Etats-Unis,7.764141,28.8,Sunday,oui,tt0438097,6.8,303809,2006,"Adventure,Animation,Comedy",91
HARRY POTTER ET L'ORDRE DU PHENIX,2010-11-21,TF1,Royaume-Uni,7.472256,30.4,Sunday,non,tt0373889,7.5,654239,2007,"Action,Adventure,Family",138
NE LE DIS A PERSONNE,2010-10-18,M6,France,5.429061,23.0,Monday,non,tt0362225,7.5,58967,2006,"Crime,Drama,Mystery",131
NANNY MCPHEE,2010-12-23,M6,Royaume-Uni,4.962045,19.7,Thursday,oui,tt0396752,6.6,87674,2005,"Comedy,Family,Fantasy",97
STAR WARS EPISODE 3 : LA REVANCHE DES SITH,2010-02-08,M6,Etats-Unis,4.67016,18.7,Monday,oui,tt0121766,7.6,866485,2005,"Action,Adventure,Fantasy",140
LA GUERRE DES ETOILES,2010-02-15,M6,Etats-Unis,4.553406,17.6,Monday,oui,tt0076759,8.6,1486805,1977,"Action,Adventure,Fantasy",121
STAR WARS EPISODE 2 : L'ATTAQUE DES CLONES,2010-02-01,M6,Etats-Unis,4.378275,17.9,Monday,non,tt0121765,6.6,777729,2002,"Action,Adventure,Fantasy",142
QUANTUM OF SOLACE,2011-12-04,France 2,Royaume-Uni,6.322644,21.9,Sunday,non,tt0830515,6.5,479298,2008,"Action,Adventure,Mystery",106
LE PREMIER JOUR DU RESTE DE TA VIE,2011-02-13,France 2,France,4.917612,18.4,Sunday,oui,tt0926759,7.5,10180,2008,Drama,114
MON PETIT DOIGT M'A DIT...,2011-12-11,France 2,France,4.859069,17.1,Sunday,non,tt0445570,5.8,1303,2005,"Comedy,Mystery",105
LE PERE NOEL EST UNE ORDURE,2011-12-18,France 2,France,4.800526,15.7,Sunday,oui,tt0416175,7.8,1520,1985,Drama,86
LE CRIME EST NOTRE AFFAIRE,2011-05-01,France 2,France,4.800526,19.0,Sunday,non,tt1206478,6.0,1219,2008,"Comedy,Crime,Mystery",109
WASABI,2011-02-01,France 3,France,4.507811,16.6,Tuesday,non,tt0281364,6.6,43760,2001,"Action,Comedy,Crime",94
LA ZIZANIE,2011-03-03,France 3,France,4.039467,15.1,Thursday,non,tt0078528,6.4,4309,1978,Comedy,97
MEURS UN AUTRE JOUR,2011-08-25,France 3,Royaume-Uni,3.980924,17.7,Thursday,oui,tt0246460,6.1,232813,2002,"Action,Adventure,Thriller",133
LE MONDE NE SUFFIT PAS,2011-08-18,France 3,Royaume-Uni,3.629666,18.1,Thursday,oui,tt0143145,6.4,213301,1999,"Action,Adventure,Thriller",128
L'AILE OU LA CUISSE,2011-04-19,France 3,France,3.571123,13.5,Tuesday,oui,tt0074103,7.2,12760,1976,"Comedy,Family",104
"TOM HORN, SA VERITABLE HISTOIRE",2011-12-05,Arte,Etats-Unis,1.697747,5.8,Monday,non,tt0080031,6.8,6089,1980,"Biography,Crime,Drama",98
FULL METAL JACKET,2011-11-14,Arte,Royaume-Uni,1.580661,5.6,Monday,non,tt0093058,8.2,810618,1987,"Drama,War",116
SOUS LES VERROUS,2011-12-19,Arte,Etats-Unis,1.580661,5.1,Monday,oui,tt0022251,6.8,2918,1931,"Comedy,Crime,Drama",56
LE NOM DE LA ROSE,2011-12-18,Arte,Allemagne / Italie / France,1.463575,5.1,Sunday,oui,tt0091605,7.7,120679,1986,"Drama,Mystery,Thriller",130
LE CHOIX DES ARMES,2011-11-06,Arte,France,1.405032,5.2,Sunday,oui,tt0082173,6.9,2095,1981,"Crime,Drama",114
UNE JOURNEE EN ENFER,2011-11-13,W9,Etats-Unis,2.107548,8.2,Sunday,non,tt0112864,7.6,416392,1995,"Action,Adventure,Thriller",128
RASTA ROCKETT,2011-12-18,W9,Etats-Unis,2.049005,6.8,Sunday,oui,tt0106611,7.0,116615,1993,"Adventure,Comedy,Family",98
PIEGE DE CRISTAL,2011-10-30,W9,Etats-Unis,1.931919,7.8,Sunday,oui,tt0095016,8.2,976137,1988,"Action,Thriller",132
ASTERIX LE GAULOIS,2011-07-25,W9,France,1.814833,7.5,Monday,oui,tt0061369,6.6,12282,1967,"Action,Adventure,Animation",68
BAD BOYS II,2011-10-09,W9,Etats-Unis,1.75629,7.1,Sunday,non,tt0172156,6.6,277907,2003,"Action,Comedy,Crime",147
DE L'AUTRE COTE DU LIT,2011-02-06,TF1,France,9.425423,35.3,Sunday,non,tt1275590,5.5,2882,2008,Comedy,93
DIE HARD 4 - RETOUR EN ENFER,2011-05-22,TF1,Etats-Unis,9.015622,37.7,Sunday,non,tt0337978,7.1,426225,2007,"Action,Thriller",128
LOL - LAUGHING OUT LOUD,2011-11-27,TF1,France,8.313106,28.7,Sunday,non,tt1194616,6.2,9832,2008,"Comedy,Romance",103
LE CODE A CHANGE,2011-09-04,TF1,France,8.137477,32.2,Sunday,oui,tt1193088,5.8,2150,2009,"Comedy,Drama",100
